source,target,relationship_type,method,confidence,evidence
168859,24/2023/TT-,SUA_DOI_BO_SUNG,rule,0.98,"đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông tư liên quan đến việc nộp. xuất trình, cung cấp thông tin, giấy tờ về dân cư khi thực hiện thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng."
168859,29/12/2023,SUA_DOI_BO_SUNG,rule,0.98,"đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông tư liên quan đến việc nộp. xuất trình, cung cấp thông tin, giấy tờ về dân cư khi thực hiện thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng."
150974,88/2015/QH13,THAM_CHIEU,rule,0.98,Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015;
150974,133858,THAM_CHIEU,rule,0.98,Căn cứ Nghị định 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ;
150974,87/2017/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính;"
164719,117310,SUA_DOI_BO_SUNG,rule,0.98,"Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
164719,102/2022/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
117310,164719,THAY_THE_BOI,rule,0.98,"Điều 2. Thay thế Phụ lục 01, Phụ lục 02, Phụ lục 03, Phụ lục 04 và Phụ lục 06 của Thông tư số 41/2016/TT-NHNN bằng Phụ lục 01, Phụ lục 02, Phụ lục 03, Phụ lục 04 và Phụ lục 06 ban hành kèm theo Thông tư này."
173695,102/2022/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
186482,25692,THAM_CHIEU,rule,0.98,Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12;
186482,166170,THAM_CHIEU,rule,0.98,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
186482,96/2025/QH15,THAM_CHIEU,rule,0.98,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
186482,26/2025/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
186482,19/2013/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 19/2013/TT-NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM  QUY ĐỊNH VỀ VIỆC MUA, BÁN VÀ XỬ LÝ NỢ XẤU CỦA CÔNG TY QUẢN LÝ TÀI SẢN CỦA CÁC TỔ CHỨC TÍN DỤNG VIỆT NAM"
186482,43/2015/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 43/2015/TT-NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ TỔ CHỨC VÀ HOẠT ĐỘNG CỦA PHÒNG GIAO DỊCH BƯU ĐIỆN TRỰC THUỘC NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN LỘC PHÁT VIỆT NAM"
186482,53/2018/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 53/2018/TT-NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ MẠNG LƯỚI HOẠT ĐỘNG CỦA TỔ CHỨC TÍN DỤNG PHI NGÂN HÀNG"
53/2018/TT-NHNN,186482,THAY_THE_BOI,rule,0.98,Điều 25. Thay thế Phụ lục ban hành kèm theo Thông tư 53/2018/TT-NHNN
186482,174218,SUA_DOI_BO_SUNG,rule,0.98,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 62/2024/TT-NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ ĐIỀU KIỆN, HỒ SƠ, THỦ TỤC CHẤP THUẬN VIỆC TỔ CHỨC LẠI NGÂN HÀNG THƯƠNG MẠI, TỔ CHỨC TÍN DỤNG PHI NGÂN HÀNG"
186482,03/2024/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"b) Khoản 6 Điều 1; cụm từ “các khoản 2, 3, 4 Điều 10” tại khoản 1 Điều 2; cụm từ ""khoản 2 Điều 12"", cụm từ ""các khoản 5, 6 Điều 13"" tại khoản 2 Điều 2 Thông tư 03/2024/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số Điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hà"
186482,27/2022/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"c) Cụm từ “điểm b khoản 3 Điều 10” tại điểm c khoản 5 Điều 1 Thông tư số 27/2022/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định về phân cấp giải quyết thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng;"
186482,30/2024/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"d) Khoản 7, khoản 9, khoản 14, điểm c khoản 15 Điều 1 Thông tư 30/2024/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định về hồ sơ, thủ tục chấp thuận những thay đổi và mạng lưới hoạt động của tổ chức tín dụng phi ngân hàng."
112924,28/2005/PL-UBTVQH,THAM_CHIEU,rule,0.98,Căn cứ Pháp lệnh Ngoại hối số 28/2005/PL-UBTVQH ngày 13 tháng 12 năm 2005;
112924,06/2013/PL-UBTVQH13,THAM_CHIEU,rule,0.98,"Căn cứ Pháp lệnh số 06/2013/PL-UBTVQH13 ngày 18 tháng 03 năm 2013 sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối;"
112924,215/2013/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 215/2013/NĐ-CP ngày 23 tháng 12 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính;"
112924,95652,THAM_CHIEU,rule,0.98,Căn cứ Nghị định số 135/2015/NĐ-CP ngày 31 tháng 12 năm 2015 của Chính phủ quy định về đầu tư gián tiếp ra nước ngoài;
174218,102/2022/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
186888,25692,THAM_CHIEU,rule,0.98,Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12;
186888,166170,THAM_CHIEU,rule,0.98,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
186888,96/2025/QH15,THAM_CHIEU,rule,0.98,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
186888,26/2025/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
186888,27257,THAM_CHIEU,rule,0.98,"2. Thông tư này bãi bỏ Thông tư số 44/2011/TT-NHNN ngày 29 tháng 12 năm 2011 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,173695,SUA_DOI_BO_SUNG,rule,0.98,"Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài, có hiệu lực kể từ ngày 24 tháng 12 năm 2024 được sửa đổi, bổ sung bởi"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,12/2025/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"1. Thông tư số 12/2025/TT-NHNN ngày 30 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài, tổ chức tín dụng phi"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,11/2026/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"2. Thông tư số 11/2026/TT-NHNN ngày 19 tháng 5 năm 2026 của Thống đốc Ngân hàng Nhà nước Việt Nam phân cấp thực hiện thủ tục hành chính trong lĩnh vực thông tin tín dụng và sửa đổi, bổ sung một số điều của các Thông tư liên quan đến cắt giảm, đơn giản hóa, phân cấp thực hiện thủ tục hành chính trong"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,102/2022/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,162/2024/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chính vi mô và điều kiện đối với chủ sở hữu của tổ chức tín dụng là công ty trách nhiệm hữu hạn một thành viên, cổ đông sáng lập, thành viên sáng lập"
185630,25692,THAM_CHIEU,rule,0.98,Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12;
185630,166170,THAM_CHIEU,rule,0.98,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
185630,96/2025/QH15,THAM_CHIEU,rule,0.98,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
185630,166269,THAM_CHIEU,rule,0.98,Căn cứ Luật Hợp tác xã số 17/2023/QH15;
185630,26/2025/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
185630,168859,SUA_DOI_BO_SUNG,rule,0.98,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 29/2024/TT-NHNN QUY ĐỊNH VỀ QUỸ TÍN DỤNG NHÂN DÂN"
185630,177271,SUA_DOI_BO_SUNG,rule,0.98,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 01/2025/TT-NHNN QUY ĐỊNH VỀ CẤP GIẤY PHÉP LẦN ĐẦU, CẤP ĐỔI GIẤY PHÉP CỦA QUỸ TÍN DỤNG NHÂN DÂN"
185630,10/2025/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 10/2025/TT-NHNN QUY ĐỊNH VỀ TỔ CHỨC LẠI, THU HỒI GIẤY PHÉP VÀ THANH LÝ TÀI SẢN CỦA QUỸ TÍN DỤNG NHÂN DÂN"
185630,08/2025/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"2. Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và ho"
185630,43/2015/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"2. Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và ho"
185630,32/2024/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"2. Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và ho"
117310,25692,THAM_CHIEU,rule,0.98,Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010;
117310,47/2010/QH12,THAM_CHIEU,rule,0.98,Căn cứ Luật các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010;
117310,156/2013/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
23/2012/QH13,166269,THAY_THE_BOI,rule,0.98,"5. Chính sách của Nhà nước đối với hợp tác xã, liên hiệp hợp tác xã được ban hành theo quy định của Luật Hợp tác xã số 23/2012/QH13 được tiếp tục thực hiện cho đến khi hết thời gian áp dụng chính sách hoặc có văn bản thay thế, bãi bỏ."
177271,26/2025/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 26/2025/NĐ-CP ngày 24 tháng 02 năm 2025 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
177271,162/2024/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chính vi mô và điều kiện đối với chủ sở hữu của tổ chức tín dụng là công ty trách nhiệm hữu hạn một thành viên, cổ đông sáng lập, thành viên sáng lập"
44209,25692,THAM_CHIEU,rule,0.98,Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010;
44209,47/2010/QH12,THAM_CHIEU,rule,0.98,Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010;
44209,156/2013/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
44209,40/2012/NĐ-CP,THAM_CHIEU,rule,0.98,"Căn cứ Nghị định số 40/2012/NĐ-CP ngày 02 tháng 5 năm 2012 của Chính phủ về nghiệp vụ phát hành tiền; bảo quản, vận chuyển tài sản quý và giấy tờ có giá trong hệ thống Ngân hàng Nhà nước, tổ chức tín dụng và chi nhánh ngân hàng nước ngoài;"
44209,27/2007/QĐ-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN;"
44209,21/6/2007,SUA_DOI_BO_SUNG,rule,0.98,"b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN;"
44209,60/2006/QĐ-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN;"
44209,21/2011/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.98,"c) Thông tư số 21/2011/TT-NHNN ngày 30/8/2011 sửa đổi, bổ sung Khoản 5 Điều 3 Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN."
44209,30/8/2011,SUA_DOI_BO_SUNG,rule,0.98,"c) Thông tư số 21/2011/TT-NHNN ngày 30/8/2011 sửa đổi, bổ sung Khoản 5 Điều 3 Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN."
25692,51/2001/QH10,THAM_CHIEU,rule,0.98,"Căn cứ Hiến pháp nước Cộng hoà xã hội chủ nghĩa Việt Nam năm 1992 đã được sửa đổi, bổ sung một số điều theo Nghị quyết số 51/2001/QH10;"
25692,01/1997/QH10,SUA_DOI_BO_SUNG,rule,0.98,"2. Luật Ngân hàng Nhà nước Việt Nam số 01/1997/QH10 và Luật sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực."
25692,10/2003/QH11,SUA_DOI_BO_SUNG,rule,0.98,"2. Luật Ngân hàng Nhà nước Việt Nam số 01/1997/QH10 và Luật sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực."
166170,ENT_COQ_QUC_HI,BAN_HANH_BOI,meta,0.98,Ban hành 166170
166170,ENT_NGU_VNG_NH_HU,KY_BOI,meta,0.95,Ký 166170
166170,ENT_LIN_TN_DNG,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 166170
166170,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
166170,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
112025,ENT_COQ_CHNH_PH,BAN_HANH_BOI,meta,0.98,Ban hành 112025
112025,ENT_NGU_NGUYN_XUN_PHC,KY_BOI,meta,0.95,Ký 112025
112025,ENT_LIN_KINH_DOANH_BO_HIM,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 112025
112025,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
112025,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
38128,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 38128
38128,ENT_NGU_O_MINH_T,KY_BOI,meta,0.95,Ký 38128
38128,ENT_LIN_PHT_HNH_V_KHO_QU,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 38128
38128,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
38128,ENT_DOI_CHI_NHNH_NGN_HNG_NC_,AP_DUNG_CHO,meta,0.94,Áp dụng Chi nhánh ngân hàng nước ngoài
26750,ENT_COQ_QUC_HI,BAN_HANH_BOI,meta,0.98,Ban hành 26750
26750,ENT_NGU_NGUYN_PH_TRNG,KY_BOI,meta,0.95,Ký 26750
26750,ENT_LIN_HOT_NG_NGN_HNG,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 26750
26750,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
163441,ENT_COQ_CHNH_PH,BAN_HANH_BOI,meta,0.98,Ban hành 163441
163441,ENT_NGU_L_MINH_KHI,KY_BOI,meta,0.95,Ký 163441
163441,ENT_LIN_BO_HIM,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 163441
163441,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
163441,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
146468,ENT_COQ_CHNH_PH,BAN_HANH_BOI,meta,0.98,Ban hành 146468
146468,ENT_NGU_NGUYN_XUN_PHC,KY_BOI,meta,0.95,Ký 146468
146468,ENT_LIN_CHNG_KHON,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 146468
146468,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
146468,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
168220,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 168220
168220,ENT_NGU_O_MINH_T,KY_BOI,meta,0.95,Ký 168220
168220,ENT_LIN_THANH_TRA_GIM_ST_NGN,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 168220
168220,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
168220,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
133858,ENT_COQ_CHNH_PH,BAN_HANH_BOI,meta,0.98,Ban hành 133858
133858,ENT_NGU_NGUYN_XUN_PHC,KY_BOI,meta,0.95,Ký 133858
133858,ENT_LIN_HOT_NG_NGN_HNG,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 133858
133858,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
169221,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 169221
169221,ENT_NGU_PHM_THANH_H,KY_BOI,meta,0.95,Ký 169221
169221,ENT_LIN_QUN_L_NGOI_HI,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 169221
169221,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
95652,ENT_COQ_CHNH_PH,BAN_HANH_BOI,meta,0.98,Ban hành 95652
95652,ENT_NGU_NGUYN_TN_DNG,KY_BOI,meta,0.95,Ký 95652
95652,ENT_LIN_TN_DNG__CHO_VAY,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 95652
95652,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
95652,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
f69936f0-6937-11f1-a48d-29bc6b0fd706,ENT_COQ_B_TI_CHNH,BAN_HANH_BOI,meta,0.98,Ban hành f69936f0-6937-11f1-a48d-29bc6b0fd706
f69936f0-6937-11f1-a48d-29bc6b0fd706,ENT_NGU_NGUYN_C_CHI,KY_BOI,meta,0.95,Ký f69936f0-6937-11f1-a48d-29bc6b0fd706
f69936f0-6937-11f1-a48d-29bc6b0fd706,ENT_LIN_HOT_NG_NGN_HNG,THUOC_LINH_VUC,meta,0.95,Lĩnh vực f69936f0-6937-11f1-a48d-29bc6b0fd706
f69936f0-6937-11f1-a48d-29bc6b0fd706,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
f69936f0-6937-11f1-a48d-29bc6b0fd706,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
30402,ENT_COQ_B_TI_CHNH,BAN_HANH_BOI,meta,0.98,Ban hành 30402
30402,ENT_NGU_TRN_XUN_H,KY_BOI,meta,0.95,Ký 30402
30402,ENT_LIN_QUN_L_DCH_V_TI_CHNH_,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 30402
30402,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
173460,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 173460
173460,ENT_NGU_ON_THI_SN,KY_BOI,meta,0.95,Ký 173460
173460,ENT_LIN_THANH_TRA_GIM_ST_NGN,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 173460
173460,ENT_DOI_NGN_HNG_THNG_MI,AP_DUNG_CHO,meta,0.94,Áp dụng Ngân hàng thương mại
173460,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
27257,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 27257
27257,ENT_NGU_TRN_MINH_TUN,KY_BOI,meta,0.95,Ký 27257
27257,ENT_LIN_TN_DNG__CHO_VAY,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 27257
27257,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
27257,ENT_DOI_CHI_NHNH_NGN_HNG_NC_,AP_DUNG_CHO,meta,0.94,Áp dụng Chi nhánh ngân hàng nước ngoài
143217,ENT_COQ_B_TI_CHNH,BAN_HANH_BOI,meta,0.98,Ban hành 143217
143217,ENT_NGU_NGI_C_THM_QUYN,KY_BOI,meta,0.95,Ký 143217
143217,ENT_LIN_HOT_NG_NGN_HNG,THUOC_LINH_VUC,meta,0.95,Lĩnh vực 143217
143217,ENT_DOI_T_CHC_TN_DNG,AP_DUNG_CHO,meta,0.94,Áp dụng Tổ chức tín dụng
168859,ENT_COQ_NGN_HNG_NH_NC_VIT_NA,BAN_HANH_BOI,meta,0.98,Ban hành 168859
